"ACCOUNT_NAME"|"ACCOUNT_TYPE"|"ACCOUNT_DESCRIPTION"|"PARENT_ACCOUNT_ID"|"IS_INACTIVE"|"ACCOUNT_LEVEL"|"SUB_TYPE"|"IS_HEADER"|"ACCOUNT_BK"|"H_ACCOUNT_SID"|"H_PARENT_ACCOUNT_SID"|"WORKFLOW_PATH"|"WORKFLOW_NAME"|"WORKSPACE"|"SOURCE"|"LOAD_DATE_TIME"
"Administration Expenses"|"OtherExpense"|"Derived from QuickBooks account Administration Expenses , of type OtherExpense, with cash flow classification None"|"9-0000"|false|2|"OtherExpense"|true|"9-0020"|"33f1c7e7f3ce398a432c7532d428b3b535776f38"|"9c20e2913de3958a025af3edb67ddd4b472ffd48"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Administration Expenses"|"OtherExpense"|"Derived from QuickBooks account Administration Expenses , of type OtherExpense, with cash flow classification None"|"9-0020"|true|3|"OtherExpense"|false|"9-0040"|"5bb2a6218d60ec89b637014c3c044be2c3995e79"|"33f1c7e7f3ce398a432c7532d428b3b535776f38"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Accreditation"|"OtherExpense"|"Derived from QuickBooks account Accreditation , of type OtherExpense, with cash flow classification None"|"9-0020"|false|3|"OtherExpense"|false|"9-0060"|"0c9aa754a0c7d23c7aa5bac0c22cb56c749e9147"|"33f1c7e7f3ce398a432c7532d428b3b535776f38"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Affiliations & Subscriptions"|"OtherExpense"|"Derived from QuickBooks account Affiliations & Subscriptions , of type OtherExpense, with cash flow classification None"|"9-0020"|false|3|"OtherExpense"|false|"9-0080"|"6a22b9a4675e1f94bf6bed70aaa9544350c9d2f7"|"33f1c7e7f3ce398a432c7532d428b3b535776f38"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Auditor"|"OtherExpense"|"Derived from QuickBooks account Auditor , of type OtherExpense, with cash flow classification None"|"9-0020"|false|3|"OtherExpense"|false|"9-0100"|"1f8bc28f5cfb7db001af70adc2664f2b4ead4c04"|"33f1c7e7f3ce398a432c7532d428b3b535776f38"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Bad Debt write off"|"OtherExpense"|"Derived from QuickBooks account Bad Debt write off , of type OtherExpense, with cash flow classification None"|"9-0020"|false|3|"OtherExpense"|false|"9-0120"|"95ca78c040799974102e20b57ddda2b734c82bbd"|"33f1c7e7f3ce398a432c7532d428b3b535776f38"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Bank Charges"|"OtherExpense"|"Derived from QuickBooks account Bank Charges , of type OtherExpense, with cash flow classification None"|"9-0020"|false|3|"OtherExpense"|false|"9-0140"|"b173819619dfbd424fc1cb4045b20f68e059529f"|"33f1c7e7f3ce398a432c7532d428b3b535776f38"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Board Expenses"|"OtherExpense"|"Derived from QuickBooks account Board Expenses , of type OtherExpense, with cash flow classification None"|"9-0020"|false|3|"OtherExpense"|false|"9-0160"|"69868f4e386076357f4d0126d25f51b2f6a53cb5"|"33f1c7e7f3ce398a432c7532d428b3b535776f38"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Compliance"|"OtherExpense"|"Derived from QuickBooks account Compliance , of type OtherExpense, with cash flow classification None"|"9-0020"|false|3|"OtherExpense"|false|"9-0180"|"72b9f1f83db2d46d61b3073204da009b4ef38662"|"33f1c7e7f3ce398a432c7532d428b3b535776f38"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Consultants Fees"|"OtherExpense"|"Derived from QuickBooks account Consultants Fees , of type OtherExpense, with cash flow classification None"|"9-0020"|false|3|"OtherExpense"|false|"9-0200"|"1176c03c5646ace423f1d9b2075409966b4c5db1"|"33f1c7e7f3ce398a432c7532d428b3b535776f38"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Depreciation"|"OtherExpense"|"Derived from QuickBooks account Depreciation , of type OtherExpense, with cash flow classification None"|"9-0020"|false|3|"OtherExpense"|false|"9-0220"|"ab2c3b4d7cdf923c3e48ab16b9994a54f3bf40a7"|"33f1c7e7f3ce398a432c7532d428b3b535776f38"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Fundraising Expenses"|"OtherExpense"|"Derived from QuickBooks account Fundraising Expenses , of type OtherExpense, with cash flow classification None"|"9-0020"|false|3|"OtherExpense"|false|"9-0240"|"7302a31ef740c9ae1db46e3e12d55b1b605244b5"|"33f1c7e7f3ce398a432c7532d428b3b535776f38"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Interest Charges"|"OtherExpense"|"Derived from QuickBooks account Interest Charges , of type OtherExpense, with cash flow classification None"|"9-0020"|false|3|"OtherExpense"|false|"9-0260"|"b32a664b258dddf52bf6218392ab66861feaf6c9"|"33f1c7e7f3ce398a432c7532d428b3b535776f38"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Legal Expenses"|"OtherExpense"|"Derived from QuickBooks account Legal Expenses , of type OtherExpense, with cash flow classification None"|"9-0020"|false|3|"OtherExpense"|false|"9-0300"|"fc16f06a75a424d984ad6dcd0a78612e0c1bc525"|"33f1c7e7f3ce398a432c7532d428b3b535776f38"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Management Expenses"|"OtherExpense"|"Derived from QuickBooks account Management Expenses , of type OtherExpense, with cash flow classification None"|"9-0020"|false|3|"OtherExpense"|false|"9-0320"|"5f92c345a66cdd3c718c4ffb82e77f044a7fa689"|"33f1c7e7f3ce398a432c7532d428b3b535776f38"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Office Supplies"|"OtherExpense"|"Derived from QuickBooks account Office Supplies , of type OtherExpense, with cash flow classification None"|"9-0020"|false|3|"OtherExpense"|false|"9-0340"|"58e113b37a253286a5128d4d71111887e87def47"|"33f1c7e7f3ce398a432c7532d428b3b535776f38"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Seminars and Conferences"|"OtherExpense"|"Derived from QuickBooks account Seminars (Industry Seminars & Forums), of type OtherExpense, with cash flow classification None"|"9-0020"|false|3|"OtherExpense"|false|"9-0360"|"d3d11081aaf7e60953fecb8b0ca1917dd90ad944"|"33f1c7e7f3ce398a432c7532d428b3b535776f38"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Travel & Accomodation"|"OtherExpense"|"Derived from QuickBooks account Travel & Accomodation , of type OtherExpense, with cash flow classification None"|"9-0020"|false|3|"OtherExpense"|false|"9-0380"|"a8f58af0528665679fdc7784980e0f2171fcc7a7"|"33f1c7e7f3ce398a432c7532d428b3b535776f38"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Communications"|"OtherExpense"|"Derived from QuickBooks account Communications , of type OtherExpense, with cash flow classification None"|"9-0020"|false|3|"OtherExpense"|true|"9-0400"|"39b0ee70653f4f64fdda9c050ee73ce45085826e"|"33f1c7e7f3ce398a432c7532d428b3b535776f38"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Communications"|"OtherExpense"|""|"9-0400"|false|4|"OtherExpense"|false|"9-0430"|"2adb0252e68856c69b68ec85cc117607cdd2537e"|"39b0ee70653f4f64fdda9c050ee73ce45085826e"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Internet"|"OtherExpense"|"Derived from QuickBooks account Internet , of type OtherExpense, with cash flow classification None"|"9-0400"|false|4|"OtherExpense"|false|"9-0440"|"140ee858d28ecacc61a8a20764e538079ff871d6"|"39b0ee70653f4f64fdda9c050ee73ce45085826e"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Postage"|"OtherExpense"|"Derived from QuickBooks account Postage , of type OtherExpense, with cash flow classification None"|"9-0400"|false|4|"OtherExpense"|false|"9-0460"|"d7e36a1407eaa883b3029b810ad8cd2ccd807ecb"|"39b0ee70653f4f64fdda9c050ee73ce45085826e"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Telephone & Fax"|"OtherExpense"|"Derived from QuickBooks account Telephone & Fax , of type OtherExpense, with cash flow classification None"|"9-0400"|false|4|"OtherExpense"|false|"9-0480"|"907e3df695e6c26182dbaf590b786a5e8e003775"|"39b0ee70653f4f64fdda9c050ee73ce45085826e"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Equipment Maintenance"|"OtherExpense"|"Derived from QuickBooks account Equipment Maintenance , of type OtherExpense, with cash flow classification None"|"9-0020"|false|3|"OtherExpense"|true|"9-0500"|"a518445ac4b4240368b864dd385eca86a404d98c"|"33f1c7e7f3ce398a432c7532d428b3b535776f38"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Equipment Maintenance"|"OtherExpense"|"Derived from QuickBooks account Equipment Maintenance , of type OtherExpense, with cash flow classification None"|"9-0500"|true|4|"OtherExpense"|false|"9-0520"|"1e3a1f36aa1fd203f96b7239f79906edddf8e415"|"a518445ac4b4240368b864dd385eca86a404d98c"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Computers and software"|"OtherExpense"|"Derived from QuickBooks account Computers and software , of type OtherExpense, with cash flow classification None"|"9-0500"|false|4|"OtherExpense"|false|"9-0540"|"cf12703a182be1e47f0df0561c100765aa2729a0"|"a518445ac4b4240368b864dd385eca86a404d98c"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Fax Machines"|"OtherExpense"|"Derived from QuickBooks account Fax Machines , of type OtherExpense, with cash flow classification None"|"9-0500"|false|4|"OtherExpense"|false|"9-0560"|"14584262b6dea51bd661534b0a253a8926cfea92"|"a518445ac4b4240368b864dd385eca86a404d98c"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Photocopiers"|"OtherExpense"|"Derived from QuickBooks account Photocopiers , of type OtherExpense, with cash flow classification None"|"9-0500"|false|4|"OtherExpense"|false|"9-0580"|"e783e6b4d959d3daf71d8f82a631584f8dde0c6a"|"a518445ac4b4240368b864dd385eca86a404d98c"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Telephone Maintenance"|"OtherExpense"|"Derived from QuickBooks account Telephones , of type OtherExpense, with cash flow classification None"|"9-0500"|false|4|"OtherExpense"|false|"9-0600"|"707c36c404de00dfac13dee3a15a84010bf9792a"|"a518445ac4b4240368b864dd385eca86a404d98c"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"General Expenses"|"OtherExpense"|"Derived from QuickBooks account General Expenses , of type OtherExpense, with cash flow classification None"|"9-0020"|false|3|"OtherExpense"|true|"9-0620"|"50a8ca96595025f64df0a4373fea4e115eefe1e1"|"33f1c7e7f3ce398a432c7532d428b3b535776f38"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"General Expenses"|"OtherExpense"|"Derived from QuickBooks account General Expenses , of type OtherExpense, with cash flow classification None"|"9-0620"|false|4|"OtherExpense"|false|"9-0640"|"94613162365036a4d4f5880350255292aa78fbfa"|"50a8ca96595025f64df0a4373fea4e115eefe1e1"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Advertising & Promotional"|"OtherExpense"|"Derived from QuickBooks account Advertising & Promotional , of type OtherExpense, with cash flow classification None"|"9-0620"|false|4|"OtherExpense"|false|"9-0660"|"f0e533568fe2008eb08039ae4aede0f9498bfc05"|"50a8ca96595025f64df0a4373fea4e115eefe1e1"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Assets Purchased <$1000"|"OtherExpense"|"Derived from QuickBooks account Assets Purchased <$1000 , of type OtherExpense, with cash flow classification None"|"9-0620"|false|4|"OtherExpense"|false|"9-0680"|"02c19a4391f5b902b12ca79d15f8c8cb054c62ed"|"50a8ca96595025f64df0a4373fea4e115eefe1e1"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Courier & Freight"|"OtherExpense"|"Derived from QuickBooks account Courier & Freight , of type OtherExpense, with cash flow classification None"|"9-0620"|false|4|"OtherExpense"|false|"9-0700"|"d803c6d40b8b0fb22b48e71cdde11f78175d0c49"|"50a8ca96595025f64df0a4373fea4e115eefe1e1"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Doubtful Debts"|"OtherExpense"|"Derived from QuickBooks account Doubtful Debts , of type OtherExpense, with cash flow classification None"|"9-0620"|false|4|"OtherExpense"|false|"9-0740"|"bbe54cc0fc98ab88c3b301f8783dda2eab599459"|"50a8ca96595025f64df0a4373fea4e115eefe1e1"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"General Expenses - Other"|"OtherExpense"|"Derived from QuickBooks account General Expenses - Other , of type OtherExpense, with cash flow classification None"|"9-0620"|true|4|"OtherExpense"|false|"9-0760"|"2ed5d2aed7b3e6633a861f3beadd97a1f14d6fd3"|"50a8ca96595025f64df0a4373fea4e115eefe1e1"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Hospitality"|"OtherExpense"|"Derived from QuickBooks account Hospitality , of type OtherExpense, with cash flow classification None"|"9-0620"|false|4|"OtherExpense"|false|"9-0780"|"4a126fb1de4640e00471262863c32a0f96f4e5bd"|"50a8ca96595025f64df0a4373fea4e115eefe1e1"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Loss on Disposal of Assets"|"OtherExpense"|"Derived from QuickBooks account Loss on Disposal of Assets , of type OtherExpense, with cash flow classification None"|"9-0620"|false|4|"OtherExpense"|false|"9-0800"|"c861b6f1b3b468b0ef2887d6e1ba635a5cbfe5bf"|"50a8ca96595025f64df0a4373fea4e115eefe1e1"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"General Expenses-Other"|"OtherExpense"|"Derived from QuickBooks account Other , of type OtherExpense, with cash flow classification None"|"9-0620"|false|4|"OtherExpense"|false|"9-0820"|"841df6aa7939a482c758b3a199ff4831b400f1fe"|"50a8ca96595025f64df0a4373fea4e115eefe1e1"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Theft, Pilferage & Losses"|"OtherExpense"|"Derived from QuickBooks account Theft, Pilferage & Losses , of type OtherExpense, with cash flow classification None"|"9-0620"|false|4|"OtherExpense"|false|"9-0860"|"18893c9b64ecb2f50b6dedd73f0e3bfb1cf5f283"|"50a8ca96595025f64df0a4373fea4e115eefe1e1"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
